Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2022-04-03,"Ol' Dairy Ale",5.8+,,https://www.mountainproject.com/route/121639027/ol-dairy-ale,1,"Colorado > San Luis Valley > The Promised Land > 03. Main Wall",2.0,2,Lead,,Sport,,,2200
2022-04-02,"Timberline Hang-Dogs (aka CTA Hang-Dogs)",5.11b,,https://www.mountainproject.com/route/106230266/timberline-hang-dogs-aka-cta-hang-dogs,1,"Colorado > Durango > Fume Wall > Low Angle Wall",2.9,3,Lead,Fell/Hung,Sport,,55,4900
2022-04-02,"Sally Pocket",5.9,,https://www.mountainproject.com/route/106047961/sally-pocket,1,"Colorado > Durango > Fume Wall > Low Angle Wall",2.3,2,Lead,Onsight,Sport,,55,2400
2022-04-02,"Child's Play",5.6,,https://www.mountainproject.com/route/107213647/childs-play,1,"Colorado > Durango > Fume Wall > Low Angle Wall",1.8,1,Lead,,Sport,,45,1600
2022-04-02,"Nine Lives",5.8,,https://www.mountainproject.com/route/106047948/nine-lives,1,"Colorado > Durango > Fume Wall > Low Angle Wall",2.2,1,Lead,Onsight,Sport,,50,2100
2022-04-02,"Frisky Kitty",5.9,,https://www.mountainproject.com/route/117825581/frisky-kitty,1,"Colorado > Durango > Fume Wall > Low Angle Wall",2.4,2,Lead,Onsight,Sport,,45,2400
2022-03-31,"Forbidden Fruit",5.12a,"fun but way too hard after covid",https://www.mountainproject.com/route/105757357/forbidden-fruit,1,"Colorado > San Luis Valley > Penitente Canyon > Penitente - Entrance Area",3.5,4,Lead,Fell/Hung,Sport,,50,6600
2022-03-31,"The Serpent",5.8,,https://www.mountainproject.com/route/105763047/the-serpent,1,"Colorado > San Luis Valley > Penitente Canyon > Penitente - Entrance Area",2.0,1,Lead,Onsight,Sport,,60,2100
2022-03-31,"What The Hey",5.9+,,https://www.mountainproject.com/route/105763161/what-the-hey,1,"Colorado > San Luis Valley > Penitente Canyon > Penitente - Entrance Area",2.1,3,Lead,Onsight,Sport,,80,2500
2022-03-27,"North Chimney",5.9,,https://www.mountainproject.com/route/105717307/north-chimney,4,"Utah > Southeast Utah > Castle Valley > Castleton Tower",3.6,4,Follow,,Trad,,400,2400
2022-03-06,"Jump Start",5.9,,https://www.mountainproject.com/route/106310492/jump-start,1,"Colorado > South Platte > Turkey Rocks > Turkey Rock",2.7,-1,Follow,,Trad,,60,2400
2022-03-01,"Breakdown Dead Ahead",5.11a,"super fun, what a formation",https://www.mountainproject.com/route/105759819/breakdown-dead-ahead,1,"Colorado > San Luis Valley > Penitente Canyon > Penitente - Inner Canyon",3.4,4,Lead,Fell/Hung,Sport,,70,4600
2022-02-05,B/C,5.9+,,https://www.mountainproject.com/route/105753451/bc,1,"Colorado > Canon City > Shelf Road > The Bank > 07. Back To The Future",2.7,3,Lead,Onsight,Sport,,,2500
2022-01-30,"The Outsider",5.11c,"fell at roof lip, awkward but fun dihedral above",https://www.mountainproject.com/route/105750391/the-outsider,1,"Colorado > Golden > Clear Creek Canyon > The Highlands aka Highlander",2.3,2,Lead,Fell/Hung,Sport,,95,5200
2022-01-30,"Blue Sky Mining",5.11d,"awesome roof pull",https://www.mountainproject.com/route/105749758/blue-sky-mining,1,"Colorado > Golden > Clear Creek Canyon > The Highlands aka Highlander",2.8,3,Lead,Fell/Hung,Sport,,85,5500
2022-01-30,"Learning to Crawl",5.10a,,https://www.mountainproject.com/route/105749464/learning-to-crawl,1,"Colorado > Golden > Clear Creek Canyon > The Highlands aka Highlander",2.5,2,Lead,Onsight,Sport,,100,2600
2022-01-30,"Job Security",5.11,"First pitch only, blew a foot on initial slab, right after b1, lowered and sent. fun dihedral/flake feature",https://www.mountainproject.com/route/105753661/job-security,1,"Colorado > Golden > Clear Creek Canyon > The Highlands aka Highlander",2.6,-1,Lead,Redpoint,Sport,,150,5000
2022-01-23,"Middle Traverse",V1,"Forgot shoes!
",https://www.mountainproject.com/route/105763236/middle-traverse,1,"Colorado > Boulder > Flagstaff > Moon Rock",2.4,2,Send,,Boulder,,,20100
2022-01-23,"Upper Traverse",V0,"no shoes!",https://www.mountainproject.com/route/105763233/upper-traverse,1,"Colorado > Boulder > Flagstaff > Moon Rock",2.2,1,Send,,Boulder,,10,20008
2022-01-23,Bulge,V0,"forgot shoes...",https://www.mountainproject.com/route/114807125/bulge,1,"Colorado > Boulder > Flagstaff > Moon Rock",1.3,1,Flash,,Boulder,,10,20008
2022-01-23,"South Face","V0 PG13","No shoes!",https://www.mountainproject.com/route/106420648/south-face,1,"Colorado > Boulder > Flagstaff > Pinnacle Colada",2.3,2,Flash,,Boulder,,20,20008
2021-12-30,"East Face/Royal Arch","Easy 5th",,https://www.mountainproject.com/route/105755713/east-faceroyal-arch,2,"Colorado > Boulder > Flatirons > North > Royal Arch",2.7,1,Solo,,Trad,,,950
2021-12-30,"Angel's Way",5.2,"angels to royal arch, crazy fire outside of Boulder",https://www.mountainproject.com/route/105758545/angels-way,8,"Colorado > Boulder > Flatirons > North > Skunk Canyon > Ridge 3 aka Angel's Way",3.6,4,Solo,,Trad,,1200,1200
2021-12-03,"Radiation Fear",5.11a,"trs 2nd go",https://www.mountainproject.com/route/105754360/radiation-fear,1,"Colorado > Denver South > Castlewood Canyon SP > C-Section",2.4,3,TR,,Sport,,40,4600
2021-12-01,"Crater Cat",5.11,"trs onsight",https://www.mountainproject.com/route/108379610/crater-cat,1,"Colorado > Golden > North Table Mountain/Golden Cliffs > Crater Crag of North Quarry",2.0,2,TR,,TR,,65,5000
2021-11-28,"Ugly Stick",5.10b,"great fun, consistent and steep up high",https://www.mountainproject.com/route/105816289/ugly-stick,1,"Colorado > Golden > North Table Mountain/Golden Cliffs > Winter Warmer Area",3.0,3,Lead,Redpoint,Sport,,110,2900
2021-11-23,"Walking With A Ghost",5.11b/c,,https://www.mountainproject.com/route/106210086/walking-with-a-ghost,1,"Colorado > Golden > Clear Creek Canyon > The Canal Zone",3.4,3,Lead,Redpoint,Sport,,55,5100
2021-11-16,"Back to the Future",5.11b/c,"3 at.
3 falls, then 2, then 1... its the final countdown
fun af",https://www.mountainproject.com/route/105750058/back-to-the-future,1,"Colorado > Canon City > Shelf Road > The Bank > 07. Back To The Future",3.6,4,Lead,Fell/Hung,Sport,,,5100
2021-11-07,"The Delegate",5.10c,,https://www.mountainproject.com/route/107080672/the-delegate,2,"Colorado > Golden > North Table Mountain/Golden Cliffs > The Risk Area",2.4,2,Lead,Redpoint,"Sport, TR",5.10+,50,3200
2021-11-06,"East Face Left",5.5,"with Amelia. 5.7 middle roof crack. awesome way to avoid crowds",https://www.mountainproject.com/route/105752749/east-face-left,6,"Colorado > Boulder > Flatirons > North > Third Flatiron",3.4,4,Lead,Onsight,Trad,,1300,1500
2021-10-25,Renaissance,5.11a,"Trs, 2 at.
fun!",https://www.mountainproject.com/route/105756310/renaissance,1,"Colorado > Denver South > Castlewood Canyon SP > Morning Sun Wall",2.9,3,TR,,"Sport, TR",,,4600
2021-10-25,Marijuana,5.10+,Trs,https://www.mountainproject.com/route/105753325/marijuana,3,"Colorado > Denver South > Castlewood Canyon SP > Morning Sun Wall",2.6,3,TR,,Sport,5.10+,,3300
2021-10-24,"Insult and Flattery",5.12a,"trs, 3 at. fun climbing",https://www.mountainproject.com/route/106218354/insult-and-flattery,2,"Colorado > Golden > North Table Mountain/Golden Cliffs > Winter Warmer Area",2.0,2,TR,,Sport,,40,6600
2021-10-24,"Basalt and Battery",5.10+,"Trs, Giant wasps in the cracks around the starting hold, had to climb around.",https://www.mountainproject.com/route/105754597/basalt-and-battery,2,"Colorado > Golden > North Table Mountain/Golden Cliffs > Winter Warmer Area",2.4,2,TR,,Sport,,,3300
2021-10-17,"Stairway to Heaven",5.3,"With Nat and Lindsay, fun rap off like heaven",https://www.mountainproject.com/route/105756502/stairway-to-heaven,6,"Colorado > Boulder > Flatirons > North > Skunk Canyon > Ridge 1 aka Stairway to Heaven",2.9,3,Lead,,Trad,,,1300
2021-10-15,"No Gumbies",5.10d,"trs 2 laps",https://www.mountainproject.com/route/106361029/no-gumbies,2,"Colorado > Golden > North Table Mountain/Golden Cliffs > Winter Warmer Area",2.0,2,TR,,Sport,,70,3500
2021-10-13,"Cool Water Sandwich",5.10c,"trs 3 laps",https://www.mountainproject.com/route/111622322/cool-water-sandwich,3,"Colorado > Golden > North Table Mountain/Golden Cliffs > Winter Warmer Area",2.1,2,TR,,Sport,,60,3200
2021-10-08,"Time Stands Still",5.10b,"epic 7 hrs c2c, with Amelia",https://www.mountainproject.com/route/115391614/time-stands-still,7,"Colorado > South Platte > Devil's Head > Devil's Head Rock",3.4,3,Lead,Onsight,Sport,,,2900
2021-10-06,"Big Dog",5.12b,"made it through crux roof, hurt A2 lol, dynamic, fun",https://www.mountainproject.com/route/105749239/big-dog,1,"Colorado > Golden > Clear Creek Canyon > The Dog House",3.0,3,Lead,Fell/Hung,Sport,,,6900
2021-10-02,Slinkenstein,5.9,,https://www.mountainproject.com/route/110977422/slinkenstein,1,"Colorado > Carbondale Area > Redstone Area > Redstein > Friends and Family Wall",2.0,2,Lead,Onsight,Sport,,90,2400
2021-10-02,"Junior Legonaut",5.8+,,https://www.mountainproject.com/route/110977410/junior-legonaut,1,"Colorado > Carbondale Area > Redstone Area > Redstein > Friends and Family Wall",2.3,3,Lead,Onsight,Sport,,90,2200
2021-10-02,"Big Backyard",5.9,,https://www.mountainproject.com/route/110977403/big-backyard,1,"Colorado > Carbondale Area > Redstone Area > Redstein > Friends and Family Wall",2.2,1,Lead,Onsight,Sport,,,2400
2021-09-29,"The Decider",5.10b,,https://www.mountainproject.com/route/105822639/the-decider,1,"Colorado > Golden > Clear Creek Canyon > Little Eiger",2.1,2,Lead,Onsight,Sport,,100,2900
2021-09-29,"The Naked Hedge",5.10,,https://www.mountainproject.com/route/105763197/the-naked-hedge,1,"Colorado > Golden > Clear Creek Canyon > Little Eiger",2.5,2,Lead,Onsight,Sport,,100,3000
2021-09-18,"Three Old Dogs",5.9,,https://www.mountainproject.com/route/111580381/three-old-dogs,1,"Colorado > Canon City > Shelf Road > The Bank > 11. Toasty Corner",2.4,2,Lead,Onsight,Sport,,45,2400
2021-09-17,"Primal Scream",5.9+,,https://www.mountainproject.com/route/105752626/primal-scream,1,"Colorado > Canon City > Shelf Road > The Bank > 10. 2150 Wall",1.8,1,Lead,Onsight,Sport,,50,2500
2021-09-17,"Tired Arms Recovery Program (T.A.R.P.)",5.9,,https://www.mountainproject.com/route/106362564/tired-arms-recovery-program-tarp,1,"Colorado > Canon City > Shelf Road > The Bank > 10. 2150 Wall",2.4,1,Lead,Onsight,Sport,,50,2400
2021-09-17,Sleeper,5.8,,https://www.mountainproject.com/route/110105014/sleeper,1,"Colorado > Canon City > Shelf Road > The Bank > 10. 2150 Wall",2.5,2,Lead,Onsight,Sport,,80,2100
2021-09-10,Headline,5.10a,,https://www.mountainproject.com/route/105757051/headline,1,"Colorado > Golden > Clear Creek Canyon > Little Eiger",2.7,2,Lead,Onsight,"Trad, Sport",,80,2600
2021-09-05,"Time Warp",5.10d,"with Dan, led all the 10+. great rock, great day.",https://www.mountainproject.com/route/117619170/time-warp,10,"Colorado > South Platte > Devil's Head > Devil's Head Rock",3.5,4,Lead,Onsight,Sport,,680,3500
2021-09-01,"Silver Bullet",5.11+,"Trs 3at.",https://www.mountainproject.com/route/106141166/silver-bullet,1,"Colorado > Golden > North Table Mountain/Golden Cliffs > The Quarry Wall",3.5,3,TR,,Trad,,80,5300
2021-08-27,"Hot Dog",5.11b,"2nd go, commitment is best beta. quality climbing!",https://www.mountainproject.com/route/105749167/hot-dog,1,"Colorado > Golden > Clear Creek Canyon > The Dog House",3.0,3,Lead,Redpoint,Sport,,,4900
2021-08-27,"Li'l Dog",5.11a/b,,https://www.mountainproject.com/route/105761883/lil-dog,1,"Colorado > Golden > Clear Creek Canyon > The Dog House",2.4,2,Lead,Redpoint,Sport,,90,4800
2021-08-22,"Southwest Face",5.2,"downclimb off summit. was told to 'do a flip' by the local frat population.",https://www.mountainproject.com/route/105750976/southwest-face,1,"Colorado > Boulder > Flatirons > North > First Flatiron",2.5,2,Solo,,Trad,,,1200
2021-08-22,"Direct Route","5.6 R","4hrs c2c from ncar. long hard day in the sun",https://www.mountainproject.com/route/105748268/direct-route,10,"Colorado > Boulder > Flatirons > North > First Flatiron",3.6,3,Solo,,Trad,,,1600
2021-08-19,"Tsunami Of Charisma",5.11b,"inefficient beta through roof...",https://www.mountainproject.com/route/105829983/tsunami-of-charisma,1,"Colorado > Golden > Clear Creek Canyon > Little Eiger",3.0,3,Lead,Fell/Hung,Sport,,115,4900
2021-08-17,"Eiger Direct",5.11d,"fun fun face climbing",https://www.mountainproject.com/route/105751756/eiger-direct,2,"Colorado > Golden > Clear Creek Canyon > Little Eiger",3.2,3,Lead,Fell/Hung,Sport,,85,5500
2021-08-15,"Angel's Way",5.2,"Me & Dan 3hr c2c from ncar, downclimbed buckets ",https://www.mountainproject.com/route/105758545/angels-way,8,"Colorado > Boulder > Flatirons > North > Skunk Canyon > Ridge 3 aka Angel's Way",3.6,4,Solo,,Trad,,1200,1200
2021-08-09,"Skylight Arete",5.8,,https://www.mountainproject.com/route/105983487/skylight-arete,3,"Colorado > Telluride/Norwood area > Pipeline Wall",3.4,3,Lead,Onsight,Sport,,300,2100
2021-08-08,Misty,5.11d,"trs to dihedral, fun! 
3 at.",https://www.mountainproject.com/route/106393603/misty,1,"Colorado > Golden > North Table Mountain/Golden Cliffs > Crater Crag of North Quarry",3.8,3,TR,,Sport,,75,5500
2021-08-07,Velociraptor,5.11a,"Felt 100 deg in sun, fell 10 times, didn&#39;t yell take and jumped from anchor expecting to fall a few ft, fell to the bottom of the dihedral. Fun climbing though, come back in winter",https://www.mountainproject.com/route/108097799/velociraptor,1,"Colorado > Glenwood Springs > Main Elk Creek > Main Elk Crag",3.7,-1,Lead,Fell/Hung,Sport,,100,4600
2021-08-07,"Freshly Squeezed",5.10a,,https://www.mountainproject.com/route/116787754/freshly-squeezed,1,"Colorado > Glenwood Springs > Main Elk Creek > Main Elk Crag",2.3,2,Lead,Onsight,Sport,,65,2600
2021-08-01,"5.11c sport",5.11c,"Tc 8c 1 at.",https://www.mountainproject.com/route/112166332/511c-sport,1,"* In Progress > Generic Area",2.6,-1,Lead,Fell/Hung,Sport,,,5200
2021-08-01,"5.9 sport",5.9,"TC - Second Skin",https://www.mountainproject.com/route/112166293/59-sport,1,"* In Progress > Generic Area",2.4,-1,Lead,Onsight,Sport,,,2400
2021-08-01,"5.10a sport",5.10a,"TC - Down with Disease",https://www.mountainproject.com/route/112166313/510a-sport,1,"* In Progress > Generic Area",2.7,-1,Lead,Onsight,Sport,,,2600
2021-08-01,"5.10b sport",5.10b,"TC - End of World Party",https://www.mountainproject.com/route/112166299/510b-sport,1,"* In Progress > Generic Area",2.8,-1,Lead,Onsight,Sport,,,2900
2021-08-01,"5.11a sport",5.11a,"TC-May and Everything After",https://www.mountainproject.com/route/112166325/511a-sport,1,"* In Progress > Generic Area",2.9,-1,Lead,Onsight,Sport,,,4600
2021-07-28,"Taping Tendons",5.11c/d,"2 at. good climbing!",https://www.mountainproject.com/route/105750049/taping-tendons,1,"Colorado > Canon City > Shelf Road > The Bank > 10. 2150 Wall",3.4,3,Lead,Fell/Hung,Sport,,,5400
2021-07-22,"Wishbone Crack",5.11c,"&#34;warm up&#34; fd up ankle decking on ledge",https://www.mountainproject.com/route/107761644/wishbone-crack,1,"Colorado > Denver South > Castlewood Canyon SP > C-Section",1.6,0,Lead,Fell/Hung,Sport,"5.11+ PG13",50,5200
2021-07-17,"Meaty, Beaty, Big, and Bouncy",5.11b,"2nd go, awesome movement with three cruxy sections. great route!",https://www.mountainproject.com/route/110669112/meaty-beaty-big-and-bouncy,1,"Colorado > Carbondale Area > Redstone Area > Redstein > 1st Band",3.0,3,Lead,Redpoint,Sport,,100,4900
2021-07-17,Pandemonium,5.10,"awesome movement and position, but dirty as hell, holds breaking off, all but guaranteed ledge fall about 1/3 of the way up, felt super hard for a .10 in it's current state. proud onsite! Spicy line ",https://www.mountainproject.com/route/110669092/pandemonium,1,"Colorado > Carbondale Area > Redstone Area > Redstein > 1st Band",2.2,2,Lead,Onsight,Sport,"5.10+ PG13",100,3000
2021-07-03,"The Troll Pull",V2,,https://www.mountainproject.com/route/107257636/the-troll-pull,1,"Colorado > Morrison/Evergreen/Littleton > Alderfer/Three Sisters Park > Work and Play Area",2.5,2,Send,,Boulder,,10,20200
2021-07-03,"The Troll Throw",V2,,https://www.mountainproject.com/route/107257766/the-troll-throw,1,"Colorado > Morrison/Evergreen/Littleton > Alderfer/Three Sisters Park > Work and Play Area",2.2,2,Flash,,Boulder,,10,20200
2021-06-28,"Ddong Chim!",5.11b,"amazing fight after hail/thunderstorm... finished through a river on the last few holds.",https://www.mountainproject.com/route/109210084/ddong-chim,1,"Colorado > South Platte > Staunton State Park > Staunton Rocks > Meadow Dome > Tan Corridor > Upper Tan Corridor",3.7,4,Lead,Onsight,Sport,,65,4900
2021-06-28,Harvey,5.9,,https://www.mountainproject.com/route/109330568/harvey,1,"Colorado > South Platte > Staunton State Park > Staunton Rocks > Meadow Dome > Permission Wall",2.4,2,Lead,Onsight,Sport,,60,2400
2021-06-19,"The Great Dihedral",5.7,,https://www.mountainproject.com/route/105750502/the-great-dihedral,3,"Colorado > Estes Park Valley > Lumpy Ridge > The Bookend",2.6,3,Lead,Onsight,Trad,,480,1800
2021-06-16,"Gen X ation (aka Musso Route)",5.10d,Fun!,https://www.mountainproject.com/route/106963977/gen-x-ation-aka-musso-route,1,"Colorado > Canon City > Shelf Road > The Bank > 01. Piggy Bank",3.1,3,Lead,Fell/Hung,Sport,5.11-,,3500
2021-06-08,"Klimbink is  Verbolten",5.11d,"trs, 1 at. seemed quite hard",https://www.mountainproject.com/route/106175934/klimbink-is-verbolten,1,"Colorado > Golden > North Table Mountain/Golden Cliffs > Winter Warmer Area",2.2,2,TR,,Sport,,,5500
2021-06-07,"Fractured Fairytales",5.7,"4 star experience, typical meh south Platte easy slab climbing.",https://www.mountainproject.com/route/106911087/fractured-fairytales,7,"Colorado > South Platte > Goose Creek/Molly Gulch Campground > Sheeprock > Helen's Dome",2.6,2,Lead,Onsight,Sport,,800,1800
2021-06-05,"Lost in the Jungle",5.9,"DO NOT LINK 1 & 2. 
Epic effort.
Started .9 stemming with 2 ropes under massive amounts of drag, and about 8ft above the ledge the rope gets stuck down in a crack on the first pitch. Rope had to be freed by a neighboring party. Then had to fashion a draw out of a nut at the end of the crux. ",https://www.mountainproject.com/route/107003842/lost-in-the-jungle,2,"Colorado > South Platte > Devil's Head > The Jungle",2.5,-1,Lead,Onsight,Sport,,250,2400
2021-05-27,Buckets,5.0,,https://www.mountainproject.com/route/105754255/buckets,2,"Colorado > Boulder > Flatirons > North > Amoeboid",3.1,3,Solo,,Trad,,,1000
2021-05-27,"Stairway to Heaven",5.3,"stairway into buckets, out royal arch trail 2:50 c2c from NCAR",https://www.mountainproject.com/route/105756502/stairway-to-heaven,6,"Colorado > Boulder > Flatirons > North > Skunk Canyon > Ridge 1 aka Stairway to Heaven",2.9,3,Solo,,Trad,,,1300
2021-05-23,"'round the Corner","5.8 PG13",,https://www.mountainproject.com/route/120011929/round-the-corner,1,"Colorado > Grand County / Fraser Valley > Hurd Creek Crag > First Wall",1.5,1,Lead,Onsight,Sport,,,2100
2021-05-23,Becky,5.10c/d,,https://www.mountainproject.com/route/120011963/becky,1,"Colorado > Grand County / Fraser Valley > Hurd Creek Crag > First Wall",1.9,2,Lead,Onsight,Sport,,,3400
2021-05-22,"Bada Bing, Bada Boom, and Some Coffee","V3-4 PG13","f v0",https://www.mountainproject.com/route/107760547/bada-bing-bada-boom-and-some-coffee,1,"Colorado > Grand County / Fraser Valley > Grand Lake",2.4,-1,,,Boulder,,25,20350
2021-05-22,"Yacht Club Delight",V2-,f,https://www.mountainproject.com/route/110816966/yacht-club-delight,1,"Colorado > Grand County / Fraser Valley > Grand Lake",2.0,-1,,,Boulder,,9,20170
2021-05-22,"Poncho's and Righty's",V2,s,https://www.mountainproject.com/route/110816947/ponchos-and-rightys,1,"Colorado > Grand County / Fraser Valley > Grand Lake",2.5,-1,,,Boulder,,10,20200
2021-05-16,"Been Caught Stealin'",5.9-,,https://www.mountainproject.com/route/106112819/been-caught-stealin,1,"Colorado > Carbondale Area > The Narrows > The Schoolyard",3.1,3,Lead,Onsight,Trad,,100,2300
2021-05-16,"Quickly Funky",5.8,,https://www.mountainproject.com/route/106133062/quickly-funky,1,"Colorado > Carbondale Area > The Narrows > The Schoolyard",2.0,2,Lead,Onsight,"Trad, Sport",,45,2100
2021-05-15,Help,5.8,,https://www.mountainproject.com/route/110977385/help,2,"Colorado > Carbondale Area > Redstone Area > Redstein > Friends and Family Wall",1.9,2,Lead,Onsight,Sport,,90,2100
2021-05-15,"Middle School Monkey",5.10b,"took left variation second pitch **** 35m 5.11ish mega cool climb",https://www.mountainproject.com/route/110977444/middle-school-monkey,2,"Colorado > Carbondale Area > Redstone Area > Redstein > Friends and Family Wall",2.0,3,Lead,Onsight,Sport,5.10b/c,90,2900
2021-05-15,Fashionista,"5.9 C0","scary choss near top!",https://www.mountainproject.com/route/113046996/fashionista,2,"Colorado > Carbondale Area > Redstone Area > Redstein > Friends and Family Wall",2.0,1,Lead,Onsight,"Sport, Aid",,100,2400
2021-05-15,"Style Man",5.9,,https://www.mountainproject.com/route/110977372/style-man,1,"Colorado > Carbondale Area > Redstone Area > Redstein > Friends and Family Wall",2.6,2,Lead,Onsight,Sport,,90,2400
2021-05-15,"By a Thread",5.10a,,https://www.mountainproject.com/route/110977359/by-a-thread,1,"Colorado > Carbondale Area > Redstone Area > Redstein > Friends and Family Wall",2.8,3,Lead,Onsight,Sport,,80,2600
2021-05-14,"Fargo (submitted as Unknown or Dog on a Wire)",5.10b/c,"incredible rock",https://www.mountainproject.com/route/116956785/fargo-submitted-as-unknown-or-dog-on-a-wire,1,"Colorado > Eagle/Vail/Minturn/Red Cliff > Wolcott Crags and Boulders > Upper Tier (Bocco Area)",3.7,4,Lead,Onsight,Sport,5.10+,45,3100
2021-05-14,"Unknown (High-Steptopolis)",5.11-,,https://www.mountainproject.com/route/116956822/unknown-high-steptopolis,1,"Colorado > Eagle/Vail/Minturn/Red Cliff > Wolcott Crags and Boulders > Upper Tier (Bocco Area)",3.3,3,Lead,Onsight,Sport,,45,4700
2021-05-14,Corner,5.7,"need big cams!",https://www.mountainproject.com/route/111310425/corner,1,"Colorado > Eagle/Vail/Minturn/Red Cliff > Wolcott Crags and Boulders > Upper Tier (Bocco Area)",2.3,2,Lead,Onsight,Trad,,50,1800
2021-05-13,"Persistent Vegetative State",5.10a/b,,https://www.mountainproject.com/route/105764160/persistent-vegetative-state,1,"Colorado > Golden > Clear Creek Canyon > Little Eiger",3.1,3,Lead,Redpoint,Sport,,115,2800
2021-05-11,"Sweet Pain",5.11d,Fun!,https://www.mountainproject.com/route/105732530/sweet-pain,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > Sweet Pain Wall",3.4,3,Lead,Fell/Hung,Sport,,50,5500
2021-05-11,"Glitter Gulch",5.11a,"2nd go, fell on first bolt, lowered, then clean to chains",https://www.mountainproject.com/route/105788000/glitter-gulch,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > Sweet Pain Wall",3.5,3,Lead,Redpoint,Sport,,65,4600
2021-05-10,"Gun Control","5.11a R","not the warmup me or TR expected.",https://www.mountainproject.com/route/105764139/gun-control,1,"Colorado > Denver South > Castlewood Canyon SP > Morning Sun Wall",2.4,2,Lead,Fell/Hung,"Sport, TR",,40,4600
2021-05-10,"Big Bad Wolf",5.9,"Night climb w/ Dan. Good views of Vegas from top of Calico, met developer on the way up. Bare left foot because vegas... Saw a ring tailed cat on the way down.",https://www.mountainproject.com/route/107339211/big-bad-wolf,2,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Riding Hood Wall",3.1,3,Lead,Onsight,Sport,,220,2400
2021-05-09,"Rebel Without a Pause",5.11a,"trouble with crux, wasnt using uc, ripped huge flapper",https://www.mountainproject.com/route/105732527/rebel-without-a-pause,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Upper Level > Upper Level - Right",3.0,3,Lead,Fell/Hung,Sport,,50,4600
2021-05-09,"Unknown 5.9 (AKA L3)","5.9+ PG13",,https://www.mountainproject.com/route/106876316/unknown-59-aka-l3,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Lower Level > Lower Level - Left",2.1,2,Lead,Onsight,Sport,,60,2500
2021-05-09,"The Heavy Hitter",5.10c/d,"slippy start, awesome route!",https://www.mountainproject.com/route/105826098/the-heavy-hitter,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Lower Level > Lower Level - Right",2.9,3,Lead,Redpoint,Sport,,60,3400
2021-05-09,"Unknown 5.9 (AKA L2)",5.9,,https://www.mountainproject.com/route/106755212/unknown-59-aka-l2,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Lower Level > Lower Level - Left",2.2,2,Lead,Onsight,Sport,,50,2400
2021-05-06,"Yodeling Moves",5.0,"3hr c2c from NCAR. beautiful scramble, arete lh for 300 ft. amazing airy last pitch. good outing.",https://www.mountainproject.com/route/105754267/yodeling-moves,3,"Colorado > Boulder > Flatirons > North > Hammerhead",3.3,3,Solo,,Trad,,,1000
2021-05-01,"East Face North Side/Seal Rock",5.4,"With Lindsay. Amazing rappel from top.",https://www.mountainproject.com/route/105751645/east-face-north-sideseal-rock,4,"Colorado > Boulder > Flatirons > South > Seal Rock",3.5,4,Lead,Onsight,Trad,,800,1400
2021-04-26,"Enchanted Porkfist",5.11a,,https://www.mountainproject.com/route/105752419/enchanted-porkfist,1,"Colorado > Canon City > Shelf Road > The Dark Side",3.6,4,Lead,Onsight,Sport,,,4600
2021-04-26,Acetylcholine,5.9,,https://www.mountainproject.com/route/109873405/acetylcholine,1,"Colorado > Canon City > Shelf Road > The Dark Side",2.7,3,Lead,Redpoint,Sport,,50,2400
2021-04-26,"Beginner's Outing",5.8,,https://www.mountainproject.com/route/106004029/beginners-outing,1,"Colorado > Canon City > Shelf Road > The Dark Side",1.9,2,Lead,Onsight,Sport,,65,2100
2021-04-25,"Herman Crab",5.8,,https://www.mountainproject.com/route/116763328/herman-crab,1,"Colorado > Canon City > Shelf Road > The Bank > Quarry Wall at the Bank",2.5,2,Lead,Onsight,Sport,,60,2100
2021-04-25,"Jiggly Bits & Muffin Tops",5.10a,,https://www.mountainproject.com/route/116763312/jiggly-bits-muffin-tops,1,"Colorado > Canon City > Shelf Road > The Bank > Quarry Wall at the Bank",2.3,2,Lead,Onsight,Sport,,40,2600
2021-04-25,"Swing Out Sister",5.10,,https://www.mountainproject.com/route/116763753/swing-out-sister,1,"Colorado > Canon City > Shelf Road > The Bank > Quarry Wall at the Bank",2.6,2,Lead,Onsight,Sport,,60,3000
2021-04-25,"The Politics of Dancing",5.10-,,https://www.mountainproject.com/route/116763631/the-politics-of-dancing,1,"Colorado > Canon City > Shelf Road > The Bank > Quarry Wall at the Bank",2.0,2,Lead,Onsight,Sport,5.10c,40,2700
2021-04-25,"The Baroque Period",5.8+,,https://www.mountainproject.com/route/106157707/the-baroque-period,1,"Colorado > Canon City > Shelf Road > The Gallery > Menses Prow",2.1,2,Lead,Onsight,Sport,,80,2200
